Column9,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
611,131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,2441,"30,3","55,5",9
612,40603,AREQUIPA,CONDESUYOS,CAYARANI,3275,"31,7","54,1",9
613,80912,CUSCO,LA CONVENCIÓN,VILLA VIRGEN,2391,"29,7","55,8",9
614,90705,HUANCAVELICA,TAYACAJA,COLCABAMBA,11989,"33,5","51,9",9
615,50603,AYACUCHO,LUCANAS,CABANA,1976,"26,9","58,5",9
616,30107,APURÍMAC,ABANCAY,PICHIRHUA,2673,"29,1",56,9
617,211307,PUNO,YUNGUYO,UNICACHI,849,"27,9","57,2",9
618,90504,HUANCAVELICA,CHURCAMPA,EL CARMEN,2533,"29,2","55,9",9
619,211305,PUNO,YUNGUYO,OLLARAYA,2579,"28,3","56,8",9
62,61201,CAJAMARCA,SAN PABLO,SAN PABLO,13460,"57,3","73,6",4
620,211306,PUNO,YUNGUYO,TINICACHI,876,"28,3","56,8",9
621,90715,HUANCAVELICA,TAYACAJA,SALCAHUASI,2734,"27,9","57,1",9
622,210204,PUNO,AZÁNGARO,ASILLO,14758,"32,1","52,8",9
623,130306,LA LIBERTAD,BOLÍVAR,UCUNCHA,903,"30,2","54,7",9
624,160509,LORETO,REQUENA,TAPICHE,952,"29,4","55,4",9
625,60806,CAJAMARCA,JAEN,LAS PIRIAS,4643,"33,1","51,7",9
626,220709,SAN MARTÍN,PICOTA,TINGO DE PONASA,3888,"27,6","57,2",9
627,160506,LORETO,REQUENA,PUINAHUA,4617,"31,6","53,2",9
628,160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVE,2616,"30,8","53,9",9
629,80807,CUSCO,ESPINAR,SUYCKUTAMBO,1566,28,"56,7",9
63,60418,CAJAMARCA,CHOTA,TOCMOCHE,880,"56,4","74,3",4
630,210803,PUNO,MELGAR,CUPI,2031,"30,1","54,6",9
631,210804,PUNO,MELGAR,LLALLI,2513,"30,1","54,6",9
632,50509,AYACUCHO,LA MAR,SAMUGARI,10997,"31,8","52,9",9
633,10504,AMAZONAS,LUYA,COLCAMAR,1933,34,"50,7",9
634,51007,AYACUCHO,VICTOR FAJARDO,COLCA,1020,"28,6",56,9
635,60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,40171,"34,6",50,9
636,50911,AYACUCHO,SUCRE,SORAS,1017,"25,8","58,7",9
637,50619,AYACUCHO,LUCANAS,SANCOS,4869,"28,4","56,2",9
638,10302,AMAZONAS,BONGARÁ,CHISQUILLA,319,"31,2","53,3",9
639,40804,AREQUIPA,LA UNIÓN,HUAYNACOTAS,1867,"27,3","57,1",9
64,130613,LA LIBERTAD,OTUZCO,SINSICAP,7543,"54,4","76,3",4
640,101101,HUÁNUCO,YAROWILCA,CHAVINILLO,4570,"27,1","57,2",9
641,20503,ÁNCASH,BOLOGNESI,ANTONIO RAYMONDI,1020,30,"54,2",9
642,61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,21685,34,"50,3",9
643,130604,LA LIBERTAD,OTUZCO,CHARAT,2574,"31,4","52,8",9
644,80201,CUSCO,ACOMAYO,ACOMAYO,4616,"30,1",54,9
645,20605,ÁNCASH,CARHUAZ,ATAQUERO,1617,"27,6","56,4",9
646,101103,HUÁNUCO,YAROWILCA,CHACABAMBA,898,"26,9","56,7",9
647,100207,HUÁNUCO,AMBO,SAN RAFAEL,8772,"28,1","55,4",9
648,30505,APURÍMAC,COTABAMBAS,MARA,6127,"29,7","53,8",9
649,21102,ÁNCASH,HUARMEY,COCHAPETI,814,"28,1","55,3",9
65,60302,CAJAMARCA,CELENDÍN,CHUMUCH,2699,"56,2","74,1",4
650,30402,APURÍMAC,AYMARAES,CAPAYA,593,"27,8","55,5",9
651,160301,LORETO,LORETO,NAUTA,33520,"33,4","49,9",9
652,22008,ÁNCASH,YUNGAY,YANAMA,5361,"31,1","52,1",9
653,80803,CUSCO,ESPINAR,COPORAQUE,9824,26,"57,2",9
654,21002,ÁNCASH,HUARI,ANRA,1414,"28,1","55,1",9
655,80407,CUSCO,CALCA,TARAY,4880,"27,7","55,4",9
656,40306,AREQUIPA,CARAVELÍ,CAHUACHO,609,"27,2","55,9",9
657,50611,AYACUCHO,LUCANAS,LUCANAS,2703,30,"52,9",9
658,200111,PIURA,PIURA,LAS LOMAS,29241,"28,1","54,9",9
659,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,13703,"32,8","50,1",9
66,21902,ÁNCASH,SIHUAS,ACOBAMBA,1647,"52,4","77,5",4
660,51102,AYACUCHO,VILCAS HUAMÁN,ACCOMARCA,851,25,"57,7",9
661,30713,APURÍMAC,GRAU,VIRUNDO,643,"26,6","56,1",9
662,22004,ÁNCASH,YUNGAY,MATACOTO,1522,"27,9","54,8",9
663,80913,CUSCO,LA CONVENCIÓN,VILLA KINTIARINA,2369,"27,6","55,1",9
664,30108,APURÍMAC,ABANCAY,SAN PEDRO DE CACHORA,2490,"28,7","53,9",9
665,120502,JUNÍN,JUNÍN,CARHUAMAYO,6554,"22,2","60,3",9
666,100103,HUÁNUCO,HUÁNUCO,CHINCHAO,13159,32,"50,5",9
667,90207,HUANCAVELICA,ACOBAMBA,POMACOCHA,2873,"25,2","57,1",9
668,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,803,"31,4","50,7",9
669,10120,AMAZONAS,CHACHAPOYAS,SOLOCO,1261,32,"50,1",9
67,50510,AYACUCHO,LA MAR,ANCHIHUAY,4345,"50,5","79,1",4
670,40402,AREQUIPA,CASTILLA,ANDAGUA,1010,"28,4","53,5",9
671,21205,ÁNCASH,HUAYLAS,MATO,1967,"30,5","51,5",9
672,120417,JUNÍN,JAUJA,MASMA CHICCHE,742,"28,9","52,9",9
673,120426,JUNÍN,JAUJA,POMACANCHA,1382,"28,9","52,9",9
674,120427,JUNÍN,JAUJA,RICRÁN,1236,"28,9","52,9",9
675,80504,CUSCO,CANAS,LANGUI,2104,"27,8","53,9",9
676,80207,CUSCO,ACOMAYO,SANGARARA,3404,"26,3","55,4",9
677,210106,PUNO,PUNO,CHUCUITO,7380,"28,3","53,4",9
678,30413,APURÍMAC,AYMARAES,SORAYA,736,"26,8","54,8",9
679,210108,PUNO,PUNO,HUATA,2904,"26,5","55,1",9
68,130302,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,3159,56,"73,6",4
680,40505,AREQUIPA,CAYLLOMA,CAYLLOMA,3688,"27,1","54,4",9
681,50616,AYACUCHO,LUCANAS,SAN JUAN,994,"24,8","56,7",9
682,200409,PIURA,MORROPON,SANTO DOMINGO,6029,"28,4","53,1",9
683,20901,ÁNCASH,CORONGO,CORONGO,1790,"29,2","52,3",9
684,210602,PUNO,HUANCANÉ,COJATA,4007,25,"56,4",9
685,200108,PIURA,PIURA,EL TALLÁN,5628,"27,3","54,1",9
686,210802,PUNO,MELGAR,ANTAUTA,5770,"28,3","53,1",9
687,51106,AYACUCHO,VILCAS HUAMÁN,INDEPENDENCIA,1095,"23,9","57,4",9
688,90310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPAR,2429,"28,5","52,8",9
689,90311,HUANCAVELICA,ANGARAES,SANTO TOMÁS DE PATA,1513,"28,5","52,8",9
69,60609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,1856,56,"73,4",4
690,30502,APURÍMAC,COTABAMBAS,COTABAMBAS,4052,"27,2",54,9
691,21015,ÁNCASH,HUARI,SAN PEDRO DE CHANA,2694,"28,6","52,5",9
692,210501,PUNO,EL COLLAO,ILAVE,48729,"33,8","47,2",9
693,20107,ÁNCASH,HUARAZ,LA LIBERTAD,1110,"26,6","54,3",9
694,21011,ÁNCASH,HUARI,PONTO,2725,"28,4","52,4",9
695,90411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,834,"28,1","52,7",9
696,30404,APURÍMAC,AYMARAES,CHAPIMARCA,1907,"27,1","53,7",9
697,20103,ÁNCASH,HUARAZ,COLCABAMBA,274,29,"51,7",9
698,20111,ÁNCASH,HUARAZ,PIRA,3489,29,"51,7",9
699,80602,CUSCO,CANCHIS,CHECACUPE,5217,"26,8","53,8",9
7,60202,CAJAMARCA,CAJABAMBA,CACHACHI,25575,"70,3","83,4",2
"70
71","061203
021304","CAJAMARCA
ÁNCASH","SAN PABLO
MARISCAL LUZURIAG","SAN LUIS
FIDEL OLIVAS ESCUDERO","922
1 993","55,7
51,3","73,5
77,8","4
4"
700,81005,CUSCO,PARURO,HUANOQUITE,5078,"26,5",54,9
701,20202,ÁNCASH,AIJA,CORIS,1649,"27,4",53,9
702,10506,AMAZONAS,LUYA,INGUILPATA,486,"28,3","52,1",9
703,30403,APURÍMAC,AYMARAES,CARAYBAMBA,919,"26,6","53,8",9
704,90707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,3201,"25,8","54,5",9
705,200406,PIURA,MORROPON,SALITRAL,9086,"26,3","53,9",9
706,22006,ÁNCASH,YUNGAY,RANRAHIRCA,2964,"27,3","52,9",9
707,160704,LORETO,DATEM DEL MARAÑÓ,MORONA,4557,31,"49,2",9
708,21016,ÁNCASH,HUARI,UCO,1293,"27,7","52,5",9
709,20306,ÁNCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,1152,"28,1",52,9
710,90106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,1807,"29,3","50,8",9
711,90113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,1706,"29,3","50,8",9
712,10522,AMAZONAS,LUYA,TINGO,1375,31,49,9
713,210608,PUNO,HUANCANÉ,VILQUE CHICO,7490,"29,2","50,8",9
714,40805,AREQUIPA,LA UNIÓN,PAMPAMARCA,1106,"27,8","52,2",9
715,100508,HUÁNUCO,HUAMALIES,PUNCHAO,1976,"25,2","54,7",9
716,51108,AYACUCHO,VILCAS HUAMÁN,VISCHONGO,3912,"25,2","54,7",9
717,40406,AREQUIPA,CASTILLA,CHOCO,666,"24,5","55,4",9
718,21410,ÁNCASH,OCROS,SANTIAGO DE CHILCAS,452,"25,9",54,9
719,80403,CUSCO,CALCA,LAMAY,5967,28,"51,9",9
72,50906,AYACUCHO,SUCRE,MORCOLLA,1243,"46,3","82,5",4
720,180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTÓBAL,1588,"25,2","54,7",9
721,50802,AYACUCHO,PAUCAR DEL SARA SA,COLTA,440,24,"55,9",9
722,80406,CUSCO,CALCA,SAN SALVADOR,6175,"27,9","51,9",9
723,210902,PUNO,MOHO,CONIMA,3263,"29,1","50,6",9
724,210904,PUNO,MOHO,TILALI,2512,"29,1","50,6",9
725,210203,PUNO,AZÁNGARO,ARAPA,7130,"28,6",51,9
726,210205,PUNO,AZÁNGARO,CAMINACA,2980,"28,6",51,9
727,210213,PUNO,AZÁNGARO,SAN JUAN DE SALINAS,2875,"28,6",51,9
728,130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,4604,"30,9","48,7",9
729,50806,AYACUCHO,PAUCAR DEL SARA SA,OYOLO,1647,"24,2","55,1",9
73,61304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,3468,"55,3","73,4",4
730,210401,PUNO,CHUCUITO,JULI,20420,"25,6","53,7",9
731,20204,ÁNCASH,AIJA,LA MERCED,1517,"26,4","52,9",9
732,90503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,1889,"27,3","51,9",9
733,50621,AYACUCHO,LUCANAS,SANTA LUCÍA,1455,"24,1","55,2",9
734,220202,SAN MARTÍN,BELLAVISTA,ALTO BIAVO,9595,"21,8","57,3",9
735,61102,CAJAMARCA,SAN MIGUEL,BOLÍVAR,1310,"30,4","48,6",9
736,10609,AMAZONAS,RODRIGUEZ DE MEND,OMIA,10028,"31,1","47,9",9
737,160801,LORETO,PUTUMAYO,PUTUMAYO,4384,"28,6","50,4",10
738,30102,APURÍMAC,ABANCAY,CHACOCHE,1437,"25,6","53,4",10
739,60414,CAJAMARCA,CHOTA,PION,1222,"28,7","50,2",10
74,60416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,977,"54,8","73,8",4
740,30410,APURÍMAC,AYMARAES,POCOHUANCA,1041,"25,8","53,1",10
741,80102,CUSCO,CUSCO,CCORCA,2405,"24,6","54,2",10
742,21704,ÁNCASH,RECUAY,HUAYLLAPAMPA,580,"25,3","53,4",10
743,50707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVAC,518,"23,1","55,6",10
744,30407,APURÍMAC,AYMARAES,HUAYLLO,453,"25,9","52,7",10
745,40405,AREQUIPA,CASTILLA,CHILCAYMARCA,1034,"24,2","54,4",10
746,40803,AREQUIPA,LA UNIÓN,CHARCANA,586,"23,9","54,7",10
747,80604,CUSCO,CANCHIS,MARANGANI,10399,"25,8","52,8",10
748,50606,AYACUCHO,LUCANAS,CHIPAO,2443,"27,6","50,9",10
749,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,1534,"30,6","47,9",10
75,61002,CAJAMARCA,SAN MARCOS,CHANCAY,3069,55,"73,5",4
750,90412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,691,"25,3","53,1",10
751,210601,PUNO,HUANCANÉ,HUANCANÉ,19050,"27,7","50,7",10
752,81003,CUSCO,PARURO,CCAPI,3121,"28,6","49,7",10
753,81007,CUSCO,PARURO,PACCARITAMBO,2092,"28,6","49,7",10
754,10104,AMAZONAS,CHACHAPOYAS,CHETO,702,"27,9","50,4",10
755,30604,APURÍMAC,CHINCHEROS,HUACCANA,6711,"27,6","50,7",10
756,30506,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,17772,"28,6","49,4",10
757,30405,APURÍMAC,AYMARAES,COLCABAMBA,712,"24,8","53,2",10
758,90612,HUANCAVELICA,HUAYTARÁ,SAN ISIDRO,1148,"24,4","53,5",10
759,40604,AREQUIPA,CONDESUYOS,CHICHAS,673,"22,2","55,7",10
76,210903,PUNO,MOHO,HUAYRAPATA,2488,"44,7","83,8",4
760,220303,SAN MARTÍN,EL DORADO,SAN MARTÍN,13096,"23,2","54,7",10
761,50503,AYACUCHO,LA MAR,AYNA,9995,"27,8","50,1",10
762,150715,LIMA,HUAROCHIRI,SAN ANDRÉS DE TUPICOCH,1321,26,"51,9",10
763,50609,AYACUCHO,LUCANAS,LEONCIO PRADO,1095,"25,4","52,5",10
764,30602,APURÍMAC,CHINCHEROS,ANCO-HUALLO,10695,"27,1","50,7",10
765,80708,CUSCO,CHUMBIVILCAS,VELILLE,8472,"26,1","51,4",10
766,200404,PIURA,MORROPON,LA MATANZA,15047,"24,8","52,6",10
767,10308,AMAZONAS,BONGARÁ,RECTA,218,25,"52,4",10
768,40404,AREQUIPA,CASTILLA,CHACHAS,1643,"27,4","49,9",10
769,30416,APURÍMAC,AYMARAES,TORAYA,1266,"24,6","52,7",10
77,130906,LA LIBERTAD,SÁNCHEZ CARRIÓN,SANAGORAN,14881,"52,3",76,4
770,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,487,"28,6","48,7",10
771,120411,JUNÍN,JAUJA,JANJAILLO,557,"23,4","53,9",10
772,120433,JUNÍN,JAUJA,YAULI,1055,"23,4","53,9",10
773,120112,JUNÍN,HUANCAYO,COLCA,1032,"28,5","48,6",10
774,120113,JUNÍN,HUANCAYO,CULLHUAS,1308,"28,5","48,6",10
775,120135,JUNÍN,HUANCAYO,SANTO DOMINGO DE ACOB,6406,"28,5","48,6",10
776,210604,PUNO,HUANCANÉ,INCHUPALLA,2598,"26,9","50,2",10
777,210606,PUNO,HUANCANÉ,ROSASPATA,4039,"26,9","50,2",10
778,10202,AMAZONAS,BAGUA,ARAMANGO,10149,"31,2","45,8",10
779,150802,LIMA,HUAURA,AMBAR,2062,"23,6","53,4",10
78,130908,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARTIMBAMBA,14367,"56,6","71,6",4
780,10602,AMAZONAS,RODRIGUEZ DE MEND,CHIRIMOTO,2877,"30,4","46,5",10
781,90703,HUANCAVELICA,TAYACAJA,ACRAQUIA,3548,"26,6","50,2",10
782,10707,AMAZONAS,UTCUBAMBA,YAMÓN,3245,"30,3","46,5",10
783,210704,PUNO,LAMPA,NICASIO,2419,25,"51,6",10
784,210706,PUNO,LAMPA,PALCA,1725,25,"51,6",10
785,81206,CUSCO,QUISPICANCHI,CUSIPATA,4661,"26,4","50,2",10
786,120213,JUNÍN,CONCEPCIÓN,ORCOTUNA,5233,"22,6","53,9",10
787,120606,JUNÍN,SATIPO,PANGOA,65356,"29,9","46,6",10
788,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,10240,"25,2","51,2",10
789,220710,SAN MARTÍN,PICOTA,TRES UNIDOS,4134,"25,2","51,2",10
79,60407,CAJAMARCA,CHOTA,COCHABAMBA,5832,"55,9","72,1",4
790,90501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,5493,"26,9","49,5",10
791,100206,HUÁNUCO,AMBO,SAN FRANCISCO,1374,"26,5","49,8",10
792,30709,APURÍMAC,GRAU,SAN ANTONIO,271,"23,2",53,10
793,160701,LORETO,DATEM DEL MARAÑÓ,BARRANCA,15950,"29,1","47,1",10
794,90102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,1909,"26,5","49,7",10
795,30204,APURÍMAC,ANDAHUAYLAS,HUANCARAMA,5070,"26,8","49,4",10
796,200109,PIURA,PIURA,LA ARENA,41286,"23,8","52,4",10
797,200114,PIURA,PIURA,TAMBO GRANDE,124028,"24,6","51,5",10
798,100317,HUÁNUCO,DOS DE MAYO,RIPAN,5324,"25,7","50,4",10
799,100321,HUÁNUCO,DOS DE MAYO,SHUNQUI,1567,"26,5","49,6",10
8,60809,CAJAMARCA,JAEN,SALLIQUE,7509,"70,8","82,9",2
80,50205,AYACUCHO,CANGALLO,PARAS,4279,"51,9",76,4
800,100323,HUÁNUCO,DOS DE MAYO,YANAS,2196,"26,5","49,6",10
801,60615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,1104,"28,6","47,4",10
802,50113,AYACUCHO,HUAMANGA,TAMBILLO,6001,"22,2","53,8",10
803,50108,AYACUCHO,HUAMANGA,QUINUA,5821,23,53,10
804,90112,HUANCAVELICA,HUANCAVELICA,MOYA,911,"24,8","51,2",10
805,30206,APURÍMAC,ANDAHUAYLAS,HUAYANA,751,"23,3","52,6",10
806,130304,LA LIBERTAD,BOLÍVAR,LONGOTEA,2350,"29,6","46,3",10
807,220206,SAN MARTÍN,BELLAVISTA,SAN RAFAEL,6257,"24,2","51,7",10
808,20402,ÁNCASH,ASUNCION,ACOCHACA,2923,"27,4","48,4",10
809,130801,LA LIBERTAD,PATAZ,TAYABAMBA,13862,"28,2","47,5",10
81,90302,HUANCAVELICA,ANGARAES,ANCHONGA,7805,"50,9","76,7",4
810,190103,PASCO,PASCO,HUARIACA,6925,"28,1","47,5",10
811,50705,AYACUCHO,PARINACOCHAS,PULLO,7191,"27,1","48,5",10
812,90403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,1497,"23,4","52,2",10
813,120602,JUNÍN,SATIPO,COVIRIALI,6573,"22,6","52,8",10
814,190304,PASCO,OXAPAMPA,PALCAZU,8076,29,"46,1",10
815,20511,ÁNCASH,BOLOGNESI,LA PRIMAVERA,444,"23,9","51,2",10
816,90613,HUANCAVELICA,HUAYTARÁ,SANTIAGO DE CHOCORVOS,1600,26,"48,9",10
817,10703,AMAZONAS,UTCUBAMBA,CUMBA,8760,"29,7","45,2",10
818,10605,AMAZONAS,RODRIGUEZ DE MEND,LIMABAMBA,2431,"29,2","45,7",10
819,160802,LORETO,PUTUMAYO,ROSA PANDURO,615,"23,3","51,5",10
82,60503,CAJAMARCA,CONTUMAZÁ,CUPISNIQUE,1402,"55,1","72,3",4
820,50803,AYACUCHO,PAUCAR DEL SARA SA,CORCULLA,445,"23,9","50,9",10
821,50808,AYACUCHO,PAUCAR DEL SARA SA,SAN JAVIER DE ALPABAMB,275,"23,9","50,9",10
822,100701,HUÁNUCO,MARAÑÓN,HUACRACHUCO,15048,"26,2","48,6",10
823,100702,HUÁNUCO,MARAÑÓN,CHOLON,5629,"26,2","48,6",10
824,60902,CAJAMARCA,SAN IGNACIO,CHIRINOS,15974,"28,3","46,3",10
825,200604,PIURA,SULLANA,LANCONES,13286,"23,4","51,1",10
826,90706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,10002,"27,5","46,9",10
827,90711,HUANCAVELICA,TAYACAJA,PAZOS,5198,"27,5","46,9",10
828,50701,AYACUCHO,PARINACOCHAS,CORACORA,13549,"26,5","47,8",10
829,150302,LIMA,CAJATAMBO,COPA,847,"27,6","46,7",10
83,60107,CAJAMARCA,CAJAMARCA,LLACANORA,6657,"54,7","72,6",4
830,150303,LIMA,CAJATAMBO,GORGOR,1612,"27,6","46,7",10
831,210309,PUNO,CARABAYA,SAN GABÁN,8135,"23,7","50,5",10
832,151005,LIMA,YAUYOS,AZANGARO,411,"25,9","48,3",10
833,151009,LIMA,YAUYOS,CHOCOS,770,"25,9","48,3",10
834,151020,LIMA,YAUYOS,MADEAN,536,"25,9","48,3",10
835,50702,AYACUCHO,PARINACOCHAS,CHUMPI,2179,"21,9","52,1",10
836,100205,HUÁNUCO,AMBO,HUACAR,8053,"25,2","48,8",10
837,160401,LORETO,MARISCAL RAMON CA,RAMON CASTILLA,23811,"26,9",47,10
838,220905,SAN MARTÍN,SAN MARTÍN,CHIPURANA,2407,"27,1","46,5",10
839,220906,SAN MARTÍN,SAN MARTÍN,EL PORVENIR,2551,"27,1","46,5",10
84,100402,HUÁNUCO,HUACAYBAMBA,CANCHABAMBA,2725,"45,6","81,7",4
840,220911,SAN MARTÍN,SAN MARTÍN,PAPAPLAYA,2028,"27,1","46,5",10
841,101005,HUÁNUCO,LAURICOCHA,RONDOS,3356,"21,3","52,3",10
842,160304,LORETO,LORETO,TROMPETEROS,10789,"28,7","44,9",10
843,60108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,53298,"28,8","44,5",10
844,190308,PASCO,OXAPAMPA,CONSTITUCIÓN,17089,"24,7","48,6",10
845,20603,ÁNCASH,CARHUAZ,AMASHCA,1520,23,"50,2",10
846,90507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,4362,"23,1","50,1",10
847,220805,SAN MARTÍN,RIOJA,PARDO MIGUEL,17183,"26,3",47,10
848,120136,JUNÍN,HUANCAYO,VIQUES,2957,"21,5","51,7",10
849,230401,TACNA,TARATA,TARATA,3585,"29,4","43,8",10
85,50506,AYACUCHO,LA MAR,LUIS CARRANZA,1365,"48,3",79,4
850,30701,APURÍMAC,GRAU,CHUQUIBAMBILLA,5255,"25,5","47,6",10
851,30417,APURÍMAC,AYMARAES,YANACA,987,"23,1",50,10
852,10102,AMAZONAS,CHACHAPOYAS,ASUNCIÓN,278,"25,3","47,7",10
853,211209,PUNO,SANDIA,ALTO INAMBARI,7480,"25,9","47,1",10
854,190305,PASCO,OXAPAMPA,POZUZO,4580,"27,9","45,1",10
855,220301,SAN MARTÍN,EL DORADO,SAN JOSÉ DE SISA,16998,"24,9",48,10
856,210207,PUNO,AZÁNGARO,JOSÉ DOMINGO CHOQUEHU,4767,"20,8",52,10
857,80506,CUSCO,CANAS,PAMPAMARCA,1889,"23,1","49,7",10
858,80405,CUSCO,CALCA,PISAC,11607,"24,3","48,4",10
859,220913,SAN MARTÍN,SAN MARTÍN,SAUCE,6810,"19,9","52,7",10
86,90714,HUANCAVELICA,TAYACAJA,SALCABAMBA,4005,"50,1",77,4
860,21005,ÁNCASH,HUARI,HUACACHI,1841,"22,8","49,8",10
861,210503,PUNO,EL COLLAO,PILCUYO,10812,"21,1","51,5",10
862,20509,ÁNCASH,BOLOGNESI,HUASTA,1341,"24,3","48,2",10
863,21706,ÁNCASH,RECUAY,MARCA,1924,"23,7","48,8",10
864,30305,APURÍMAC,ANTABAMBA,OROPESA,2369,"23,7","48,7",10
865,51009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,1241,22,"50,4",10
866,50401,AYACUCHO,HUANTA,HUANTA,43266,"27,5","44,9",10
867,30208,APURÍMAC,ANDAHUAYLAS,PACOBAMBA,3334,"23,2","49,1",10
868,80306,CUSCO,ANTA,LIMATAMBO,7754,"23,6","48,8",10
869,220506,SAN MARTÍN,LAMAS,PINTO RECODO,9134,"24,6","47,6",10
87,51008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,1107,"49,3","77,6",4
870,210214,PUNO,AZÁNGARO,SANTIAGO DE PUPUJA,4509,"25,7","46,6",10
871,210215,PUNO,AZÁNGARO,TIRAPATA,2967,"25,7","46,6",10
872,80203,CUSCO,ACOMAYO,ACOS,2350,"24,7","47,6",10
873,20904,ÁNCASH,CORONGO,CUSCA,2881,"21,3","50,9",10
874,211202,PUNO,SANDIA,CUYOCUYO,5633,"23,4","48,8",10
875,211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUN,10233,"23,4","48,8",10
876,80302,CUSCO,ANTA,ANCAHUASI,7784,"21,5","50,7",10
877,80905,CUSCO,LA CONVENCIÓN,OCOBAMBA,5985,"22,9","49,2",10
878,160205,LORETO,ALTO AMAZONAS,JEBEROS,4658,"25,6","46,5",10
879,90407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,880,"23,3","48,7",10
88,21604,ÁNCASH,POMABAMBA,QUINUABAMBA,2322,51,"75,8",4
880,90502,HUANCAVELICA,CHURCAMPA,ANCO,5833,"25,9","46,1",10
881,20515,ÁNCASH,BOLOGNESI,TICLLOS,633,"22,8","49,2",10
882,100313,HUÁNUCO,DOS DE MAYO,PACHAS,4821,"25,8","46,1",10
883,100316,HUÁNUCO,DOS DE MAYO,QUIVILLA,1094,"25,8","46,1",10
884,10702,AMAZONAS,UTCUBAMBA,CAJARURO,24525,"28,9",43,10
885,40508,AREQUIPA,CAYLLOMA,HUANCA,967,"24,5","47,2",10
886,10310,AMAZONAS,BONGARÁ,SHIPASBAMBA,1678,"26,3","45,4",10
887,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,2266,28,"43,3",10
888,90509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,3535,"24,3","46,8",10
889,130403,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,12767,28,"43,2",10
89,21506,ÁNCASH,PALLASCA,LACABAMBA,517,"49,4","77,1",4
890,90510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,1861,"23,4","47,7",10
891,200210,PIURA,AYABACA,SUYO,12008,"23,6","47,5",10
892,130809,LA LIBERTAD,PATAZ,PATAZ,10782,"27,1","43,9",10
893,211103,PUNO,SAN ROMÁN,CABANILLAS,4546,"11,3","59,7",10
894,10705,AMAZONAS,UTCUBAMBA,JAMALCA,7215,"28,4","42,6",10
895,130810,LA LIBERTAD,PATAZ,PIAS,1902,"25,4","45,6",10
896,80202,CUSCO,ACOMAYO,ACOPIA,3048,"24,7","46,1",10
897,80204,CUSCO,ACOMAYO,MOSOC LLACTA,1069,"24,7","46,1",10
898,220104,SAN MARTÍN,MOYOBAMBA,JEPELACIO,15972,"25,4","45,3",10
899,131101,LA LIBERTAD,GRAN CHIMÚ,CASCAS,14344,"27,9","42,6",10
9,60604,CAJAMARCA,CUTERVO,CUJILLO,2569,"66,2","87,1",2
90,130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARÍN,9904,"51,4","74,8",4
900,21013,ÁNCASH,HUARI,RAPAYAN,1461,"22,1","48,4",10
901,10204,AMAZONAS,BAGUA,EL PARCO,1287,"26,8","43,7",10
902,20701,ÁNCASH,CARLOS F. FITZCARRA,SAN LUIS,11083,"23,7","46,8",10
